,date,NO2,O3,NO,Wind Speed,Temperature,site,Year
29020,22/07/2023 12:00,24.41777,15.91571,7.99032,4.1,16.2,Leeds Centre,2023.0
29021,22/07/2023 13:00,22.80444,18.11098,7.1293,4.6,16.4,Leeds Centre,2023.0
29022,22/07/2023 14:00,22.17836,21.40388,6.92265,4.3,16.1,Leeds Centre,2023.0
29025,22/07/2023 17:00,22.35671,19.25851,5.2006,2.2,15.0,Leeds Centre,2023.0
29026,22/07/2023 18:00,20.91198,19.10883,3.40966,2.3,15.0,Leeds Centre,2023.0
29029,22/07/2023 21:00,24.16536,5.58796,2.96193,2.2,14.9,Leeds Centre,2023.0
29030,22/07/2023 22:00,22.94821,6.13678,3.96072,2.0,14.7,Leeds Centre,2023.0
29031,22/07/2023 23:00,14.86162,12.57291,1.27432,2.0,14.6,Leeds Centre,2023.0
29033,23/07/2023 01:00,17.30215,10.04502,1.60725,1.9,14.5,Leeds Centre,2023.0
29034,23/07/2023 02:00,16.33264,12.72259,0.92991,1.8,14.4,Leeds Centre,2023.0
29035,23/07/2023 03:00,13.65974,12.6727,1.03323,1.0,14.3,Leeds Centre,2023.0
29036,23/07/2023 04:00,10.46468,13.17162,0.99879,1.0,14.2,Leeds Centre,2023.0
29038,23/07/2023 06:00,6.2616,20.70539,1.99758,2.3,14.2,Leeds Centre,2023.0
29039,23/07/2023 07:00,7.35702,26.09378,2.37643,2.5,14.3,Leeds Centre,2023.0
29041,23/07/2023 09:00,8.08447,33.57765,2.85861,2.6,14.9,Leeds Centre,2023.0
29042,23/07/2023 10:00,7.40686,38.5669,2.58308,2.9,15.2,Leeds Centre,2023.0
29043,23/07/2023 11:00,5.26671,44.85336,1.96314,3.2,15.6,Leeds Centre,2023.0
29044,23/07/2023 12:00,5.42556,48.49551,1.82538,3.3,16.0,Leeds Centre,2023.0
29047,23/07/2023 15:00,4.7488,54.83186,1.48096,3.3,15.3,Leeds Centre,2023.0
29048,23/07/2023 16:00,5.69469,52.03788,1.23988,4.5,14.9,Leeds Centre,2023.0
29049,23/07/2023 17:00,3.76069,57.27659,0.89547,5.7,14.5,Leeds Centre,2023.0
29051,23/07/2023 19:00,4.17934,57.97509,0.92991,6.2,13.4,Leeds Centre,2023.0
29052,23/07/2023 20:00,3.18658,60.02068,0.72326,6.4,12.6,Leeds Centre,2023.0
29053,23/07/2023 21:00,2.77046,58.17466,0.48218,6.1,11.8,Leeds Centre,2023.0
29054,23/07/2023 22:00,2.29942,57.92519,0.44773,5.6,11.6,Leeds Centre,2023.0
29057,24/07/2023 01:00,1.95175,54.81523,0.32145,5.3,11.8,Leeds Centre,2023.0
29058,24/07/2023 02:00,1.35692,56.77767,0.41329,5.9,11.4,Leeds Centre,2023.0
29059,24/07/2023 03:00,1.04261,52.18756,0.41329,5.3,11.0,Leeds Centre,2023.0
29064,24/07/2023 08:00,4.89408,49.49336,2.44531,5.3,14.5,Leeds Centre,2023.0
29065,24/07/2023 09:00,5.67985,51.28949,2.44531,4.8,15.1,Leeds Centre,2023.0
29067,24/07/2023 11:00,4.79864,56.67788,1.68761,3.8,15.8,Leeds Centre,2023.0
29068,24/07/2023 12:00,5.7352,57.32648,2.20423,4.4,17.9,Leeds Centre,2023.0
29070,24/07/2023 14:00,6.88216,60.91874,2.65196,4.0,18.2,Leeds Centre,2023.0
29071,24/07/2023 15:00,7.8762,59.97079,2.75528,3.8,17.3,Leeds Centre,2023.0
29072,24/07/2023 16:00,10.0734,56.5781,2.99637,2.9,16.9,Leeds Centre,2023.0
29076,24/07/2023 20:00,15.12227,40.76217,1.37764,0.8,12.1,Leeds Centre,2023.0
29078,24/07/2023 22:00,13.6082,32.92905,0.96435,0.3,9.5,Leeds Centre,2023.0
29080,25/07/2023 00:00,9.00229,34.65866,0.6429,2.1,8.8,Leeds Centre,2023.0
29084,25/07/2023 04:00,8.78922,36.67099,0.92991,2.8,7.7,Leeds Centre,2023.0
29086,25/07/2023 06:00,19.95506,35.12432,4.54622,2.6,8.3,Leeds Centre,2023.0
29087,25/07/2023 07:00,15.16472,39.2654,6.44048,2.6,12.2,Leeds Centre,2023.0
29088,25/07/2023 08:00,13.32461,39.0492,6.98005,2.7,15.5,Leeds Centre,2023.0
29089,26/07/2023 10:00,10.48114,57.34311,3.17924,4.4,19.7,Leeds Centre,2023.0
29091,26/07/2023 12:00,9.72089,68.80176,2.33768,3.8,21.1,Leeds Centre,2023.0
29093,26/07/2023 14:00,11.19925,71.44606,2.33768,4.0,21.5,Leeds Centre,2023.0
29094,26/07/2023 15:00,14.6784,65.70842,2.99223,4.0,20.7,Leeds Centre,2023.0
29097,26/07/2023 18:00,27.74523,37.56905,2.99223,3.1,16.7,Leeds Centre,2023.0
29098,26/07/2023 19:00,22.93397,34.87486,1.37144,3.9,15.6,Leeds Centre,2023.0
29101,26/07/2023 22:00,26.46009,16.11528,2.24417,4.2,15.0,Leeds Centre,2023.0
29102,26/07/2023 23:00,23.26851,14.86797,1.15326,4.2,15.1,Leeds Centre,2023.0
29103,27/07/2023 00:00,19.38907,13.23814,1.37144,2.5,14.1,Leeds Centre,2023.0
29104,27/07/2023 01:00,24.97899,5.05577,3.07535,2.8,14.5,Leeds Centre,2023.0
29105,27/07/2023 02:00,22.45523,6.03699,1.93248,2.1,14.4,Leeds Centre,2023.0
29106,27/07/2023 03:00,20.31271,6.78538,0.87273,2.4,14.5,Leeds Centre,2023.0
29112,27/07/2023 11:00,6.34705,23.84862,3.49094,5.4,20.7,Leeds Centre,2023.0
29113,27/07/2023 12:00,7.18802,23.89851,3.95847,6.0,21.4,Leeds Centre,2023.0
29114,27/07/2023 13:00,11.14047,23.44948,5.70394,6.3,21.5,Leeds Centre,2023.0
29115,27/07/2023 14:00,10.61815,25.69464,5.01822,6.0,21.3,Leeds Centre,2023.0
29118,27/07/2023 17:00,14.72527,30.08518,3.24158,4.8,18.2,Leeds Centre,2023.0
29119,27/07/2023 18:00,15.01449,35.57335,2.30651,3.6,16.9,Leeds Centre,2023.0
29121,27/07/2023 20:00,15.96868,31.63185,2.18184,2.6,13.9,Leeds Centre,2023.0
29122,27/07/2023 21:00,12.14059,30.33464,1.28832,2.8,13.3,Leeds Centre,2023.0
29123,27/07/2023 22:00,10.82318,30.5841,0.68572,3.1,12.9,Leeds Centre,2023.0
29124,27/07/2023 23:00,11.63482,26.49292,0.4052,3.0,12.3,Leeds Centre,2023.0
29126,28/07/2023 01:00,9.22739,26.34324,0.33269,2.2,12.5,Leeds Centre,2023.0
29127,28/07/2023 02:00,9.4182,23.64905,0.37427,2.1,12.4,Leeds Centre,2023.0
29128,28/07/2023 03:00,11.45471,23.39958,0.40546,2.1,12.1,Leeds Centre,2023.0
29131,28/07/2023 06:00,24.2527,11.37549,15.00203,2.3,13.6,Leeds Centre,2023.0
29133,28/07/2023 08:00,15.83082,28.03959,5.70763,2.8,15.3,Leeds Centre,2023.0
29135,28/07/2023 10:00,10.63524,34.07658,3.18131,3.7,16.8,Leeds Centre,2023.0
29136,28/07/2023 11:00,11.77668,31.88131,4.61601,3.7,18.1,Leeds Centre,2023.0
29137,28/07/2023 12:00,10.96541,38.71658,4.55363,3.0,17.7,Leeds Centre,2023.0
29141,28/07/2023 16:00,11.73129,62.5652,3.80509,4.5,20.3,Leeds Centre,2023.0
29142,28/07/2023 17:00,14.69343,52.03788,2.86941,2.6,18.4,Leeds Centre,2023.0
29143,28/07/2023 18:00,12.35866,50.49121,1.43471,2.3,17.1,Leeds Centre,2023.0
29144,28/07/2023 19:00,13.50488,49.34368,1.21638,2.2,15.9,Leeds Centre,2023.0
29145,28/07/2023 20:00,15.27189,45.70153,0.90449,1.5,15.0,Leeds Centre,2023.0
29152,29/07/2023 03:00,4.39459,47.8968,0.3433,2.4,12.0,Leeds Centre,2023.0
29154,29/07/2023 05:00,4.44159,54.5325,0.6554,2.8,12.1,Leeds Centre,2023.0
29155,29/07/2023 06:00,5.73016,52.03788,1.21717,3.5,13.8,Leeds Centre,2023.0
29156,29/07/2023 07:00,6.77977,51.2396,1.81015,4.9,16.4,Leeds Centre,2023.0
29158,29/07/2023 09:00,6.25323,51.98799,2.21587,5.7,18.5,Leeds Centre,2023.0
29160,29/07/2023 11:00,7.83078,63.56305,1.84136,6.1,19.7,Leeds Centre,2023.0
29161,29/07/2023 12:00,5.87249,68.05337,1.62289,5.9,19.5,Leeds Centre,2023.0
29162,29/07/2023 13:00,5.53797,66.10756,1.6541,5.5,19.4,Leeds Centre,2023.0
29163,29/07/2023 14:00,6.35056,67.65423,1.49805,4.2,17.3,Leeds Centre,2023.0
29164,29/07/2023 15:00,6.54159,64.01208,1.52926,5.3,18.8,Leeds Centre,2023.0
29165,29/07/2023 16:00,11.89008,59.82111,2.52797,3.9,17.1,Leeds Centre,2023.0
29166,29/07/2023 17:00,7.21062,58.27444,1.46685,4.8,17.8,Leeds Centre,2023.0
29167,29/07/2023 18:00,6.92519,56.27874,0.96749,3.8,16.6,Leeds Centre,2023.0
29168,29/07/2023 19:00,7.92904,57.2267,0.74903,3.9,14.8,Leeds Centre,2023.0
29169,29/07/2023 20:00,9.74447,53.58455,0.78024,4.3,13.9,Leeds Centre,2023.0
29170,29/07/2023 21:00,9.8394,52.63659,1.02991,4.9,13.4,Leeds Centre,2023.0
29171,29/07/2023 22:00,9.83832,51.98799,1.46685,4.3,13.0,Leeds Centre,2023.0
29172,29/07/2023 23:00,11.41618,46.15056,0.96749,3.8,12.5,Leeds Centre,2023.0
29175,30/07/2023 02:00,4.97235,49.49336,0.45804,2.6,10.7,Leeds Centre,2023.0
29177,30/07/2023 04:00,4.2074,47.44777,0.37476,2.9,10.4,Leeds Centre,2023.0
29178,30/07/2023 05:00,6.21552,43.35658,0.53091,3.9,12.3,Leeds Centre,2023.0
29179,30/07/2023 06:00,4.25476,51.28949,0.59336,4.2,13.9,Leeds Centre,2023.0
29180,30/07/2023 07:00,10.18226,55.72992,1.65517,5.0,15.2,Leeds Centre,2023.0
29181,30/07/2023 08:00,7.31338,58.5738,1.49902,5.3,16.1,Leeds Centre,2023.0
29182,30/07/2023 09:00,5.63974,58.87315,1.46779,6.3,16.9,Leeds Centre,2023.0
29183,30/07/2023 10:00,5.68827,59.37208,1.12427,6.6,17.9,Leeds Centre,2023.0
29185,30/07/2023 12:00,8.89099,61.8667,1.71763,7.0,18.7,Leeds Centre,2023.0
29187,30/07/2023 14:00,6.26146,64.76047,1.43656,5.4,17.7,Leeds Centre,2023.0
29188,30/07/2023 15:00,6.31006,63.61294,1.06181,4.6,17.1,Leeds Centre,2023.0
29189,30/07/2023 16:00,6.83615,57.77552,1.03058,3.8,16.1,Leeds Centre,2023.0
29190,30/07/2023 17:00,8.27133,56.77767,0.74951,2.8,15.3,Leeds Centre,2023.0
29195,30/07/2023 22:00,21.94725,24.6469,1.06181,2.2,14.3,Leeds Centre,2023.0
29196,30/07/2023 23:00,21.27628,22.10238,1.78009,1.6,14.5,Leeds Centre,2023.0
29197,31/07/2023 00:00,8.48681,37.58568,0.625,2.5,14.8,Leeds Centre,2023.0
29198,31/07/2023 01:00,11.93342,28.93765,0.375,2.6,15.2,Leeds Centre,2023.0
29199,31/07/2023 02:00,4.84985,40.06368,0.20833,3.7,15.8,Leeds Centre,2023.0
29200,31/07/2023 03:00,4.45107,38.31744,0.15625,3.6,16.1,Leeds Centre,2023.0
29202,31/07/2023 05:00,14.06952,33.67744,1.46874,3.1,16.1,Leeds Centre,2023.0
29203,31/07/2023 06:00,13.87801,48.89465,1.49999,4.8,16.5,Leeds Centre,2023.0
29206,31/07/2023 09:00,13.25469,54.78197,2.15624,5.2,16.7,Leeds Centre,2023.0
29207,31/07/2023 10:00,11.96341,55.53035,1.53124,4.8,16.6,Leeds Centre,2023.0
29208,31/07/2023 11:00,15.74371,49.19401,2.09374,5.2,18.5,Leeds Centre,2023.0
29209,31/07/2023 12:00,19.62011,43.2568,2.43749,4.6,16.2,Leeds Centre,2023.0
29212,31/07/2023 15:00,18.99684,51.63874,3.06248,4.5,15.1,Leeds Centre,2023.0
29213,31/07/2023 16:00,12.29642,48.84476,2.74999,4.1,14.7,Leeds Centre,2023.0
29214,31/07/2023 17:00,12.77652,54.28304,1.87499,4.1,14.6,Leeds Centre,2023.0
29215,31/07/2023 18:00,8.85356,55.18111,0.75,3.4,14.3,Leeds Centre,2023.0
29216,31/07/2023 19:00,8.42283,52.5867,0.71875,3.8,14.3,Leeds Centre,2023.0
29217,31/07/2023 20:00,7.70545,49.99229,0.375,4.0,14.3,Leeds Centre,2023.0
29219,31/07/2023 22:00,10.81644,47.79702,0.46875,3.9,14.5,Leeds Centre,2023.0
29220,31/07/2023 23:00,9.95505,48.39573,0.375,3.9,14.5,Leeds Centre,2023.0
29221,01/08/2023 00:00,9.32562,53.68433,0.29185,4.0,13.8,Leeds Centre,2023.0
29222,01/08/2023 01:00,11.24166,53.28519,0.50032,4.6,13.9,Leeds Centre,2023.0
29223,01/08/2023 02:00,12.00833,55.8796,0.37524,4.5,13.8,Leeds Centre,2023.0
29226,01/08/2023 05:00,16.28685,49.74282,1.34461,4.8,13.8,Leeds Centre,2023.0
29232,01/08/2023 11:00,15.08677,46.40003,3.25208,4.7,16.1,Leeds Centre,2023.0
29233,01/08/2023 12:00,15.42157,47.84691,3.68986,4.8,16.1,Leeds Centre,2023.0
29234,01/08/2023 13:00,13.64888,54.13336,3.78367,4.3,16.4,Leeds Centre,2023.0
29237,01/08/2023 16:00,14.08091,53.8839,3.09573,5.0,18.0,Leeds Centre,2023.0
29238,01/08/2023 17:00,18.87165,52.98584,3.09573,3.4,16.0,Leeds Centre,2023.0
29239,01/08/2023 18:00,16.57347,51.8882,2.00128,1.9,14.7,Leeds Centre,2023.0
29240,01/08/2023 19:00,16.2391,49.29379,1.21953,0.9,13.1,Leeds Centre,2023.0
29241,01/08/2023 20:00,26.25121,34.67529,1.65731,1.5,12.4,Leeds Centre,2023.0
29242,01/08/2023 21:00,26.10854,32.67959,0.81302,1.3,11.9,Leeds Centre,2023.0
29243,01/08/2023 22:00,35.88119,17.21291,1.18826,1.4,11.4,Leeds Centre,2023.0
29244,01/08/2023 23:00,22.18025,27.39098,0.71921,2.3,11.8,Leeds Centre,2023.0
29245,02/08/2023 00:00,17.19815,29.0707,0.37548,2.6,12.4,Leeds Centre,2023.0
29246,02/08/2023 01:00,15.28017,29.20374,0.29204,2.6,12.3,Leeds Centre,2023.0
29247,02/08/2023 02:00,13.18634,28.38883,0.25032,2.6,12.5,Leeds Centre,2023.0
29249,02/08/2023 04:00,11.12413,31.98109,0.6258,3.2,12.4,Leeds Centre,2023.0
29250,02/08/2023 05:00,11.12338,39.81422,1.50193,4.0,12.5,Leeds Centre,2023.0
29255,02/08/2023 10:00,14.19143,62.86455,2.47193,2.8,15.1,Leeds Centre,2023.0
29258,02/08/2023 13:00,7.19126,69.69982,1.65838,4.8,14.8,Leeds Centre,2023.0
29264,02/08/2023 19:00,8.43844,57.02713,1.12645,6.2,14.6,Leeds Centre,2023.0
29265,02/08/2023 20:00,5.75352,61.11831,0.71968,6.7,14.3,Leeds Centre,2023.0
29266,02/08/2023 21:00,5.32202,61.06842,0.6571,6.1,13.9,Leeds Centre,2023.0
29267,02/08/2023 22:00,4.17119,61.96649,0.6571,6.0,13.2,Leeds Centre,2023.0
29271,03/08/2023 02:00,1.67972,64.06197,0.21917,3.1,10.5,Leeds Centre,2023.0
29274,03/08/2023 05:00,14.58803,36.42153,5.38539,4.0,11.6,Leeds Centre,2023.0
29276,03/08/2023 07:00,11.22859,43.45637,4.94705,4.4,15.8,Leeds Centre,2023.0
29278,03/08/2023 09:00,9.8854,55.53035,3.44415,4.3,18.7,Leeds Centre,2023.0
29279,03/08/2023 10:00,10.07736,55.97939,3.47546,5.0,19.3,Leeds Centre,2023.0
29280,03/08/2023 11:00,9.64551,53.18541,3.25628,5.2,19.6,Leeds Centre,2023.0
29283,03/08/2023 14:00,8.54162,57.47616,3.28759,4.7,20.6,Leeds Centre,2023.0
29284,03/08/2023 15:00,11.37333,54.83186,3.22497,4.2,20.1,Leeds Centre,2023.0
29285,03/08/2023 16:00,11.03755,55.08132,2.81794,3.8,19.2,Leeds Centre,2023.0
29286,03/08/2023 17:00,10.07788,52.13766,2.31697,4.2,18.4,Leeds Centre,2023.0
29287,03/08/2023 18:00,12.86155,47.09852,2.37959,2.4,16.7,Leeds Centre,2023.0
29288,03/08/2023 19:00,18.62115,33.17851,1.84732,2.5,15.6,Leeds Centre,2023.0
29289,03/08/2023 20:00,16.65327,32.5798,2.06649,3.3,15.2,Leeds Centre,2023.0
29290,03/08/2023 21:00,14.34977,30.634,1.5029,3.7,14.5,Leeds Centre,2023.0
29291,03/08/2023 22:00,15.35766,29.43658,1.5029,3.8,14.3,Leeds Centre,2023.0
29292,03/08/2023 23:00,10.31846,35.87271,0.93931,3.4,14.1,Leeds Centre,2023.0
29293,04/08/2023 00:00,8.9031,32.59643,0.58484,1.5,12.8,Leeds Centre,2023.0
29296,04/08/2023 03:00,6.10086,27.14152,0.62661,2.0,12.9,Leeds Centre,2023.0
29297,04/08/2023 04:00,7.68611,25.2955,1.09657,2.1,12.8,Leeds Centre,2023.0
29298,04/08/2023 05:00,13.11436,21.50367,3.4777,2.2,12.6,Leeds Centre,2023.0
29299,04/08/2023 06:00,16.28479,19.85722,6.36011,2.4,12.5,Leeds Centre,2023.0
29300,04/08/2023 07:00,14.45944,27.54066,3.41504,2.5,13.6,Leeds Centre,2023.0
29301,04/08/2023 08:00,11.5771,34.32604,4.48028,1.9,14.3,Leeds Centre,2023.0
29303,04/08/2023 10:00,10.47223,34.77507,3.91633,2.3,15.2,Leeds Centre,2023.0
29304,04/08/2023 11:00,23.34634,23.99829,9.02321,2.7,17.1,Leeds Centre,2023.0
29305,04/08/2023 12:00,17.96609,30.78367,7.61334,2.9,18.8,Leeds Centre,2023.0
29306,04/08/2023 13:00,19.83963,29.48647,6.67342,3.1,19.5,Leeds Centre,2023.0
29307,04/08/2023 14:00,7.87817,39.31529,3.4777,3.6,19.5,Leeds Centre,2023.0
29309,04/08/2023 16:00,16.47704,33.82712,3.69701,4.6,17.6,Leeds Centre,2023.0
29310,04/08/2023 17:00,18.73487,46.35013,3.10173,4.0,15.4,Leeds Centre,2023.0
29312,04/08/2023 19:00,18.01434,44.10497,1.87984,2.8,12.5,Leeds Centre,2023.0
29313,04/08/2023 20:00,16.14086,44.554,1.40988,3.1,12.5,Leeds Centre,2023.0
29319,05/08/2023 02:00,9.52038,33.62755,0.34486,0.7,10.6,Leeds Centre,2023.0
29322,05/08/2023 05:00,24.5251,7.78323,8.77822,1.2,10.8,Leeds Centre,2023.0
29325,05/08/2023 08:00,11.73262,48.34583,1.59889,3.1,12.8,Leeds Centre,2023.0
29326,05/08/2023 09:00,13.70445,49.99229,2.85292,3.1,13.0,Leeds Centre,2023.0
29327,05/08/2023 10:00,9.13628,60.66928,1.8497,3.1,13.7,Leeds Centre,2023.0
29328,05/08/2023 11:00,10.33851,63.66283,2.35131,2.8,14.1,Leeds Centre,2023.0
29329,05/08/2023 12:00,10.77118,63.71272,2.16321,2.4,14.4,Leeds Centre,2023.0
29330,05/08/2023 13:00,5.48184,70.39832,1.31673,2.5,15.4,Leeds Centre,2023.0
29332,05/08/2023 15:00,5.14521,72.19445,1.15998,2.7,14.8,Leeds Centre,2023.0
29333,05/08/2023 16:00,7.3091,61.96649,1.69294,4.1,14.1,Leeds Centre,2023.0
29334,05/08/2023 17:00,5.44969,65.35918,1.04503,4.2,13.3,Leeds Centre,2023.0
29337,05/08/2023 20:00,11.05961,49.99229,1.9751,4.5,11.9,Leeds Centre,2023.0
29338,05/08/2023 21:00,8.36669,49.29379,1.09728,4.4,11.2,Leeds Centre,2023.0
29340,05/08/2023 23:00,4.90466,50.44132,0.78377,4.2,10.3,Leeds Centre,2023.0
29341,06/08/2023 00:00,6.09654,47.43114,0.79473,3.4,8.8,Leeds Centre,2023.0
29343,06/08/2023 02:00,5.77582,41.66024,0.94113,3.6,8.8,Leeds Centre,2023.0
29349,06/08/2023 08:00,3.6587,56.62799,1.47444,3.7,15.3,Leeds Centre,2023.0
29350,06/08/2023 09:00,4.62145,59.37208,1.78815,3.7,16.6,Leeds Centre,2023.0
29351,06/08/2023 10:00,4.57301,57.92519,1.38032,4.0,17.7,Leeds Centre,2023.0
29352,06/08/2023 11:00,10.15662,52.03788,2.69791,4.0,18.5,Leeds Centre,2023.0
29355,06/08/2023 14:00,8.32765,57.32648,2.44694,3.8,17.5,Leeds Centre,2023.0
29356,06/08/2023 15:00,12.36996,53.53465,2.13323,4.1,18.0,Leeds Centre,2023.0
29358,06/08/2023 17:00,10.20423,56.62799,2.03912,3.5,15.3,Leeds Centre,2023.0
29361,06/08/2023 20:00,12.41736,45.65164,1.1921,2.6,11.8,Leeds Centre,2023.0
29362,06/08/2023 21:00,14.14977,38.36733,1.03524,2.7,11.1,Leeds Centre,2023.0
29363,06/08/2023 22:00,18.67359,29.98539,1.03524,2.7,10.6,Leeds Centre,2023.0
29365,07/08/2023 00:00,10.01943,40.97837,0.16742,2.3,8.4,Leeds Centre,2023.0
29366,07/08/2023 01:00,6.93679,43.97192,0.33484,2.8,9.2,Leeds Centre,2023.0
29367,07/08/2023 02:00,2.89079,45.30239,0.53365,2.8,9.3,Leeds Centre,2023.0
29368,07/08/2023 03:00,4.52863,43.05723,0.59643,3.4,9.4,Leeds Centre,2023.0
29369,07/08/2023 04:00,5.05845,42.65809,0.56504,3.0,9.2,Leeds Centre,2023.0
29370,07/08/2023 05:00,12.04564,37.86841,2.79382,2.9,9.3,Leeds Centre,2023.0
29373,07/08/2023 08:00,9.68693,50.14196,4.14364,4.5,13.8,Leeds Centre,2023.0
29374,07/08/2023 09:00,10.21642,54.48261,3.82973,5.5,15.7,Leeds Centre,2023.0
29375,07/08/2023 10:00,12.52888,58.67358,4.11225,5.2,16.8,Leeds Centre,2023.0
29377,07/08/2023 12:00,10.21505,67.50455,2.66825,5.1,18.6,Leeds Centre,2023.0
29378,07/08/2023 13:00,14.21378,66.95574,3.23329,5.4,18.4,Leeds Centre,2023.0
29382,07/08/2023 17:00,13.4905,65.15961,2.60547,4.5,15.5,Leeds Centre,2023.0
29385,07/08/2023 20:00,17.24568,52.28734,0.87895,4.3,11.7,Leeds Centre,2023.0
29387,07/08/2023 22:00,14.35511,52.43702,0.53365,4.1,11.4,Leeds Centre,2023.0
29388,07/08/2023 23:00,14.54764,56.42842,0.40809,4.9,12.2,Leeds Centre,2023.0
29389,08/08/2023 00:00,12.27892,56.27874,0.41882,2.9,10.2,Leeds Centre,2023.0
29391,08/08/2023 02:00,7.32873,52.08777,0.21988,3.4,10.2,Leeds Centre,2023.0
29392,08/08/2023 03:00,5.64133,49.94239,0.25129,3.2,10.0,Leeds Centre,2023.0
29394,08/08/2023 05:00,13.937,34.42583,2.16739,3.7,11.0,Leeds Centre,2023.0
29395,08/08/2023 06:00,17.99226,37.2697,5.55981,3.9,12.3,Leeds Centre,2023.0
29399,08/08/2023 10:00,9.21341,59.07272,2.98408,5.1,17.2,Leeds Centre,2023.0
29400,08/08/2023 11:00,10.75653,60.41982,3.17255,5.2,17.8,Leeds Centre,2023.0
29401,08/08/2023 12:00,10.41923,62.86455,3.29819,5.1,18.5,Leeds Centre,2023.0
29404,08/08/2023 15:00,11.14283,62.91444,3.54949,4.6,18.5,Leeds Centre,2023.0
29407,08/08/2023 18:00,10.36864,59.27229,1.79045,3.3,14.5,Leeds Centre,2023.0
29409,08/08/2023 20:00,9.40319,55.43057,1.03658,2.9,11.6,Leeds Centre,2023.0
29410,08/08/2023 21:00,10.70499,49.04433,1.06799,2.7,10.8,Leeds Centre,2023.0
29411,08/08/2023 22:00,12.92254,45.15271,0.91093,2.7,10.2,Leeds Centre,2023.0
29412,08/08/2023 23:00,11.18632,43.60605,0.56541,2.8,9.7,Leeds Centre,2023.0
29413,09/08/2023 00:00,11.2609,44.90325,0.50291,2.6,9.2,Leeds Centre,2023.0
29414,09/08/2023 01:00,11.51769,41.9097,0.20954,2.5,8.6,Leeds Centre,2023.0
29415,09/08/2023 02:00,10.52102,41.11142,0.53434,3.0,8.6,Leeds Centre,2023.0
29416,09/08/2023 03:00,14.91226,34.87486,0.47147,3.1,8.5,Leeds Centre,2023.0
29419,09/08/2023 06:00,28.7764,35.82282,7.7636,3.4,11.5,Leeds Centre,2023.0
29420,09/08/2023 07:00,17.14229,49.59315,5.62625,3.2,11.9,Leeds Centre,2023.0
29421,09/08/2023 08:00,15.16221,53.63444,4.84046,3.2,13.7,Leeds Centre,2023.0
29424,09/08/2023 11:00,13.4221,57.77552,3.39461,3.5,19.2,Leeds Centre,2023.0
29425,09/08/2023 12:00,14.53194,63.76262,3.36318,3.6,19.1,Leeds Centre,2023.0
29426,09/08/2023 13:00,13.80697,64.41122,2.79741,3.6,19.0,Leeds Centre,2023.0
29427,09/08/2023 14:00,15.59315,62.16606,3.14316,2.8,20.7,Leeds Centre,2023.0
29429,09/08/2023 16:00,21.6278,49.44347,4.43185,3.3,20.1,Leeds Centre,2023.0
29430,09/08/2023 17:00,18.9228,49.04433,3.11173,2.7,19.0,Leeds Centre,2023.0
29432,09/08/2023 19:00,13.51394,41.41078,1.03724,1.8,15.9,Leeds Centre,2023.0
29434,09/08/2023 21:00,19.69192,32.72948,1.60301,1.0,14.0,Leeds Centre,2023.0
29438,10/08/2023 01:00,18.29174,21.48704,0.83871,1.7,13.7,Leeds Centre,2023.0
29441,10/08/2023 04:00,26.19703,6.83527,7.64278,1.4,12.9,Leeds Centre,2023.0
29442,10/08/2023 05:00,32.96262,3.19312,29.37594,1.0,12.5,Leeds Centre,2023.0
29443,10/08/2023 06:00,30.9616,8.28216,20.69526,0.9,12.5,Leeds Centre,2023.0
29444,10/08/2023 07:00,42.15958,10.02839,37.71066,0.7,13.5,Leeds Centre,2023.0
29446,10/08/2023 09:00,23.10776,34.07658,8.46052,2.1,20.8,Leeds Centre,2023.0
29447,10/08/2023 10:00,20.68764,50.84046,6.3218,2.9,21.8,Leeds Centre,2023.0
29448,10/08/2023 11:00,16.09175,70.04907,3.23953,3.1,23.7,Leeds Centre,2023.0
29450,10/08/2023 13:00,22.27615,79.02972,4.05728,4.6,24.8,Leeds Centre,2023.0
29451,10/08/2023 14:00,22.46635,84.01897,2.79921,4.6,24.6,Leeds Centre,2023.0
29454,10/08/2023 17:00,23.86496,99.93468,1.91856,4.0,22.9,Leeds Centre,2023.0
29455,10/08/2023 18:00,20.48206,85.41596,1.13226,3.2,21.0,Leeds Centre,2023.0
29456,10/08/2023 19:00,33.33056,62.16606,1.38388,3.2,19.6,Leeds Centre,2023.0
29457,10/08/2023 20:00,33.57071,51.28949,0.81775,3.0,18.4,Leeds Centre,2023.0
29462,11/08/2023 01:00,6.18932,54.01695,0.46159,2.6,16.1,Leeds Centre,2023.0
29464,11/08/2023 03:00,8.84766,46.20046,0.25178,2.3,14.5,Leeds Centre,2023.0
29466,11/08/2023 05:00,11.12246,35.87271,1.19593,2.4,14.7,Leeds Centre,2023.0
29469,11/08/2023 08:00,10.01423,59.57165,2.51776,5.3,19.4,Leeds Centre,2023.0
29472,11/08/2023 11:00,8.80423,74.68907,2.01421,5.4,21.8,Leeds Centre,2023.0
29473,11/08/2023 12:00,9.43288,75.08821,2.07715,5.6,22.1,Leeds Centre,2023.0
29476,11/08/2023 15:00,11.94773,72.99273,2.42334,5.1,21.7,Leeds Centre,2023.0
29477,11/08/2023 16:00,9.72303,76.78456,2.10862,4.7,21.1,Leeds Centre,2023.0
29479,11/08/2023 18:00,11.02665,73.14241,1.51065,2.8,18.4,Leeds Centre,2023.0
