,date,NO2,O3,NO,Wind Speed,Temperature,site,Year
24664,01/01/2023 01:00,7.30306,76.61852,1.22702,4.9,7.2,Leeds Centre,2023.0
24665,01/01/2023 02:00,4.31351,79.67418,0.82507,7.0,7.5,Leeds Centre,2023.0
24666,01/01/2023 03:00,2.95539,81.50758,0.79333,7.3,7.3,Leeds Centre,2023.0
24667,01/01/2023 04:00,2.0834,81.45519,0.53947,7.2,7.2,Leeds Centre,2023.0
24669,01/01/2023 06:00,2.95643,82.71238,0.5712,6.8,7.1,Leeds Centre,2023.0
24674,01/01/2023 11:00,8.67701,75.0645,1.3328,7.2,8.7,Leeds Centre,2023.0
24677,01/01/2023 14:00,11.05368,72.65489,1.39627,5.7,8.1,Leeds Centre,2023.0
24681,01/01/2023 18:00,23.95381,56.8353,2.12613,4.3,6.4,Leeds Centre,2023.0
24683,01/01/2023 20:00,25.31267,54.53046,1.9992,2.8,5.3,Leeds Centre,2023.0
24686,01/01/2023 23:00,61.79503,8.74792,11.74133,2.7,4.1,Leeds Centre,2023.0
24688,02/01/2023 01:00,11.51724,62.06322,0.67751,2.3,4.2,Leeds Centre,2023.0
24690,02/01/2023 03:00,10.33796,62.43014,0.28583,2.9,3.1,Leeds Centre,2023.0
24691,02/01/2023 04:00,10.91954,61.32936,0.47638,3.3,3.3,Leeds Centre,2023.0
24692,02/01/2023 05:00,9.36667,57.45041,0.3811,3.3,3.1,Leeds Centre,2023.0
24693,02/01/2023 06:00,13.63263,50.37395,1.55616,3.4,2.8,Leeds Centre,2023.0
24694,02/01/2023 07:00,17.80704,52.47068,1.58792,2.4,1.8,Leeds Centre,2023.0
24697,02/01/2023 10:00,21.58004,52.05133,4.31915,4.0,3.2,Leeds Centre,2023.0
24698,02/01/2023 11:00,23.13059,56.50688,4.8908,3.7,3.9,Leeds Centre,2023.0
24701,02/01/2023 14:00,21.77744,58.39394,3.65222,1.6,3.3,Leeds Centre,2023.0
24703,02/01/2023 16:00,55.87626,14.25777,8.98764,2.1,0.4,Leeds Centre,2023.0
24704,02/01/2023 17:00,63.68298,8.17725,10.73435,2.0,-0.4,Leeds Centre,2023.0
24705,02/01/2023 18:00,43.56617,2.67333,34.99779,2.1,-0.5,Leeds Centre,2023.0
24706,02/01/2023 19:00,49.91173,2.04431,47.76469,2.0,-1.2,Leeds Centre,2023.0
24707,02/01/2023 20:00,75.78138,1.57255,98.41939,2.0,-1.5,Leeds Centre,2023.0
24708,02/01/2023 21:00,40.29436,1.46771,59.03893,1.8,-1.8,Leeds Centre,2023.0
24709,02/01/2023 22:00,41.43954,1.83464,93.14749,2.1,-2.2,Leeds Centre,2023.0
24710,02/01/2023 23:00,34.75929,1.93948,89.33647,2.5,-2.0,Leeds Centre,2023.0
24711,03/01/2023 00:00,34.91151,1.46871,50.64178,2.3,-0.5,Leeds Centre,2023.0
24712,03/01/2023 01:00,39.65106,1.04908,22.67226,2.6,-0.7,Leeds Centre,2023.0
24713,03/01/2023 02:00,20.4898,3.30459,11.25137,3.2,-0.3,Leeds Centre,2023.0
24714,03/01/2023 03:00,43.67287,3.5144,8.58156,3.4,0.0,Leeds Centre,2023.0
24715,03/01/2023 04:00,32.6661,8.13033,4.73575,3.6,0.2,Leeds Centre,2023.0
24716,03/01/2023 05:00,12.93961,10.54321,5.84817,4.9,2.4,Leeds Centre,2023.0
24717,03/01/2023 06:00,12.60329,12.69381,5.11715,5.5,3.2,Leeds Centre,2023.0
24720,03/01/2023 09:00,28.96031,7.18616,17.16311,5.7,6.4,Leeds Centre,2023.0
24721,03/01/2023 10:00,19.59252,11.74964,15.79642,5.2,7.6,Leeds Centre,2023.0
24722,03/01/2023 11:00,17.75363,16.20821,14.42973,4.7,8.3,Leeds Centre,2023.0
24723,03/01/2023 12:00,26.81865,25.54498,8.42264,5.0,8.9,Leeds Centre,2023.0
24724,03/01/2023 13:00,20.65382,24.81062,7.62805,4.6,9.1,Leeds Centre,2023.0
24726,03/01/2023 15:00,21.22514,12.32663,9.91647,6.2,9.5,Leeds Centre,2023.0
24727,03/01/2023 16:00,21.56275,12.64136,10.39322,7.2,10.1,Leeds Centre,2023.0
24728,03/01/2023 17:00,16.90225,30.42318,9.88468,7.6,10.6,Leeds Centre,2023.0
24729,03/01/2023 18:00,4.16336,58.85311,2.76517,7.0,11.0,Leeds Centre,2023.0
24730,03/01/2023 19:00,3.48927,61.73807,1.58918,6.4,11.5,Leeds Centre,2023.0
24731,03/01/2023 20:00,2.13178,63.15432,1.08064,6.9,11.8,Leeds Centre,2023.0
24732,03/01/2023 21:00,1.55147,67.77025,0.5721,7.3,11.6,Leeds Centre,2023.0
24733,03/01/2023 22:00,0.43604,73.27789,0.22249,7.3,11.4,Leeds Centre,2023.0
24734,03/01/2023 23:00,0.04745,75.00887,0.22249,7.9,11.4,Leeds Centre,2023.0
24736,04/01/2023 02:00,4.56676,76.42435,0.41351,7.7,11.7,Leeds Centre,2023.0
24738,04/01/2023 04:00,4.17791,79.78366,0.41351,7.9,10.9,Leeds Centre,2023.0
24739,04/01/2023 05:00,6.02342,77.00173,0.69979,7.8,10.4,Leeds Centre,2023.0
24742,04/01/2023 08:00,14.96084,64.66675,1.8449,7.3,9.3,Leeds Centre,2023.0
24743,04/01/2023 09:00,12.67521,63.4595,2.06756,8.5,9.7,Leeds Centre,2023.0
24744,04/01/2023 10:00,10.8287,64.9292,1.97214,10.2,10.0,Leeds Centre,2023.0
24745,04/01/2023 11:00,11.02145,62.61967,2.29022,10.3,9.9,Leeds Centre,2023.0
24746,04/01/2023 12:00,11.94429,62.35723,2.41746,9.7,9.9,Leeds Centre,2023.0
24747,04/01/2023 13:00,12.86763,62.40972,2.44927,9.2,9.7,Leeds Centre,2023.0
24751,04/01/2023 17:00,16.26851,54.6938,2.73554,8.8,8.4,Leeds Centre,2023.0
24752,04/01/2023 18:00,12.53022,55.79607,1.90852,9.0,8.6,Leeds Centre,2023.0
24755,04/01/2023 21:00,17.97372,57.37075,1.97214,8.4,8.6,Leeds Centre,2023.0
24757,04/01/2023 23:00,17.43922,60.20517,1.94033,4.7,8.6,Leeds Centre,2023.0
24758,05/01/2023 00:00,15.68634,62.53946,1.35824,4.6,8.3,Leeds Centre,2023.0
24759,05/01/2023 01:00,11.21492,63.23979,0.76401,4.5,7.9,Leeds Centre,2023.0
24760,05/01/2023 02:00,12.9331,63.39737,0.82768,3.8,8.1,Leeds Centre,2023.0
24763,05/01/2023 05:00,19.82837,51.3692,2.89687,2.3,7.3,Leeds Centre,2023.0
24764,05/01/2023 06:00,17.54621,48.27024,2.19653,2.5,7.5,Leeds Centre,2023.0
24768,05/01/2023 10:00,49.35848,10.8201,19.45043,2.0,7.1,Leeds Centre,2023.0
24769,05/01/2023 11:00,46.14961,14.4443,19.22759,3.1,8.0,Leeds Centre,2023.0
24770,05/01/2023 12:00,46.924,17.01802,19.92793,4.7,9.2,Leeds Centre,2023.0
24771,05/01/2023 13:00,49.03838,21.16747,24.63933,4.5,9.3,Leeds Centre,2023.0
24775,05/01/2023 17:00,19.97116,58.61762,3.46988,5.6,8.9,Leeds Centre,2023.0
24776,05/01/2023 18:00,11.37097,66.864,1.87819,6.0,9.1,Leeds Centre,2023.0
24777,05/01/2023 19:00,9.72007,69.85791,1.36885,5.9,9.6,Leeds Centre,2023.0
24778,05/01/2023 20:00,11.60687,71.27608,3.21521,4.9,9.9,Leeds Centre,2023.0
24782,06/01/2023 00:00,6.55034,83.74598,0.67966,4.3,7.5,Leeds Centre,2023.0
24785,06/01/2023 03:00,5.10599,74.79322,0.76461,3.1,5.6,Leeds Centre,2023.0
24787,06/01/2023 05:00,7.53912,70.22048,0.82833,3.5,4.8,Leeds Centre,2023.0
24790,06/01/2023 08:00,16.7671,57.08042,4.23723,3.9,4.7,Leeds Centre,2023.0
24792,06/01/2023 10:00,24.7482,51.77184,4.36466,4.2,7.3,Leeds Centre,2023.0
24793,06/01/2023 11:00,13.11795,59.91867,4.04608,4.2,7.9,Leeds Centre,2023.0
24797,06/01/2023 15:00,36.69647,43.46732,8.69747,2.7,5.4,Leeds Centre,2023.0
24798,06/01/2023 16:00,50.68867,28.48765,13.06214,3.1,5.5,Leeds Centre,2023.0
24799,06/01/2023 17:00,47.59973,26.22756,8.47446,3.6,6.6,Leeds Centre,2023.0
24801,06/01/2023 19:00,33.07575,37.89593,3.47262,4.5,7.4,Leeds Centre,2023.0
24805,06/01/2023 23:00,21.25334,41.04955,2.708,4.8,9.4,Leeds Centre,2023.0
24806,07/01/2023 00:00,6.80879,66.13037,1.61545,6.1,11.0,Leeds Centre,2023.0
24807,07/01/2023 01:00,4.28103,71.31982,0.80773,7.1,11.2,Leeds Centre,2023.0
24808,07/01/2023 02:00,3.64927,71.84577,0.57391,7.6,11.4,Leeds Centre,2023.0
24809,07/01/2023 03:00,3.79594,70.84645,0.47826,7.4,11.4,Leeds Centre,2023.0
24814,07/01/2023 08:00,18.00471,55.75148,2.55072,6.9,10.8,Leeds Centre,2023.0
24815,07/01/2023 09:00,26.1741,47.38876,4.68694,6.1,10.5,Leeds Centre,2023.0
24818,07/01/2023 12:00,11.14094,71.84577,2.00869,3.2,9.8,Leeds Centre,2023.0
24819,07/01/2023 13:00,11.43147,73.47624,2.29565,2.8,9.6,Leeds Centre,2023.0
24820,07/01/2023 14:00,15.80996,65.63948,3.09275,3.6,9.4,Leeds Centre,2023.0
24822,07/01/2023 16:00,29.8189,49.38739,6.02607,5.5,7.9,Leeds Centre,2023.0
24823,07/01/2023 17:00,21.45675,59.74876,3.53912,5.8,7.0,Leeds Centre,2023.0
24824,07/01/2023 18:00,12.21406,73.58143,1.72173,6.3,6.5,Leeds Centre,2023.0
24826,07/01/2023 20:00,10.65896,76.94756,1.14782,6.3,6.3,Leeds Centre,2023.0
24830,08/01/2023 00:00,3.63415,79.50825,0.76582,5.6,6.7,Leeds Centre,2023.0
24831,08/01/2023 01:00,3.37476,79.15737,0.68073,5.4,6.5,Leeds Centre,2023.0
24832,08/01/2023 02:00,3.30946,79.84158,0.73391,4.6,6.8,Leeds Centre,2023.0
24835,08/01/2023 05:00,3.0186,78.57843,0.47864,1.9,4.1,Leeds Centre,2023.0
24838,08/01/2023 08:00,8.37699,77.78896,0.86155,2.6,3.1,Leeds Centre,2023.0
24839,08/01/2023 09:00,16.02298,67.52587,1.72309,2.7,4.5,Leeds Centre,2023.0
24841,08/01/2023 11:00,16.65208,62.94695,2.457,5.4,6.8,Leeds Centre,2023.0
24842,08/01/2023 12:00,17.04156,64.2101,2.52082,5.1,6.8,Leeds Centre,2023.0
24843,08/01/2023 13:00,19.42585,61.99959,3.12709,5.2,6.0,Leeds Centre,2023.0
24844,08/01/2023 14:00,12.56211,73.26267,1.85073,3.9,5.6,Leeds Centre,2023.0
24845,08/01/2023 15:00,15.43663,69.68375,1.97836,3.3,4.3,Leeds Centre,2023.0
24850,08/01/2023 20:00,14.60912,68.63113,1.81882,4.2,4.0,Leeds Centre,2023.0
24854,09/01/2023 00:00,8.18812,66.85163,0.72384,3.4,3.9,Leeds Centre,2023.0
24855,09/01/2023 01:00,9.42512,61.51474,0.46837,3.2,3.8,Leeds Centre,2023.0
24856,09/01/2023 02:00,8.53121,62.30474,0.44708,3.2,3.8,Leeds Centre,2023.0
24857,09/01/2023 03:00,8.62815,63.3054,0.54288,3.1,3.9,Leeds Centre,2023.0
24859,09/01/2023 05:00,13.35763,61.77807,0.67062,3.0,3.3,Leeds Centre,2023.0
24860,09/01/2023 06:00,20.17865,54.56273,1.66058,4.0,4.1,Leeds Centre,2023.0
24861,09/01/2023 07:00,31.5305,48.24272,3.35309,4.1,5.3,Leeds Centre,2023.0
24867,09/01/2023 13:00,23.52694,66.72874,4.31112,6.2,6.7,Leeds Centre,2023.0
24870,09/01/2023 16:00,18.61396,60.72474,2.3312,5.8,6.6,Leeds Centre,2023.0
24873,09/01/2023 19:00,25.14498,62.46274,2.90601,6.1,5.9,Leeds Centre,2023.0
24874,09/01/2023 20:00,27.48793,61.62007,2.55474,6.5,5.9,Leeds Centre,2023.0
24875,09/01/2023 21:00,26.22241,60.9354,2.17153,5.6,5.6,Leeds Centre,2023.0
24876,09/01/2023 22:00,23.68898,63.41074,1.78832,5.2,5.5,Leeds Centre,2023.0
24877,09/01/2023 23:00,19.15835,64.93807,1.05383,5.3,5.6,Leeds Centre,2023.0
24879,10/01/2023 01:00,5.20263,68.37235,0.38351,3.0,3.9,Leeds Centre,2023.0
24880,10/01/2023 02:00,12.1943,56.28597,0.79898,2.8,3.4,Leeds Centre,2023.0
24881,10/01/2023 03:00,7.90215,58.92108,0.47939,2.6,3.7,Leeds Centre,2023.0
24883,10/01/2023 05:00,25.80434,45.74553,1.50209,2.5,4.7,Leeds Centre,2023.0
24886,10/01/2023 08:00,56.07628,16.86471,13.96621,6.2,5.7,Leeds Centre,2023.0
24890,10/01/2023 12:00,51.76436,23.13628,9.14036,6.8,10.2,Leeds Centre,2023.0
24893,10/01/2023 15:00,18.41592,46.21985,4.60214,7.4,11.2,Leeds Centre,2023.0
24894,10/01/2023 16:00,14.71202,49.22388,3.86708,7.2,11.5,Leeds Centre,2023.0
24895,10/01/2023 17:00,12.22642,52.49141,3.38769,6.8,11.5,Leeds Centre,2023.0
24896,10/01/2023 18:00,11.93075,52.86033,3.83512,6.4,11.1,Leeds Centre,2023.0
24897,10/01/2023 19:00,11.83069,67.03723,4.21863,6.5,10.0,Leeds Centre,2023.0
24898,10/01/2023 20:00,16.76009,78.2628,4.09079,5.9,9.1,Leeds Centre,2023.0
24899,10/01/2023 21:00,13.58597,79.26414,4.44234,4.7,8.4,Leeds Centre,2023.0
24900,10/01/2023 22:00,12.80191,79.26414,4.95369,3.6,7.5,Leeds Centre,2023.0
24902,11/01/2023 00:00,10.27945,79.88006,1.10879,6.1,7.3,Leeds Centre,2023.0
24904,11/01/2023 02:00,2.58501,79.10658,0.44778,4.6,6.0,Leeds Centre,2023.0
24905,11/01/2023 03:00,2.82916,76.68064,0.44778,3.9,5.4,Leeds Centre,2023.0
24906,11/01/2023 04:00,4.34288,73.09448,0.44778,4.6,5.1,Leeds Centre,2023.0
24907,11/01/2023 05:00,5.8065,71.98699,0.63969,5.3,5.0,Leeds Centre,2023.0
24908,11/01/2023 06:00,11.80726,68.08439,1.4393,5.8,5.0,Leeds Centre,2023.0
24911,11/01/2023 09:00,30.54516,52.47403,10.71478,6.6,5.6,Leeds Centre,2023.0
24912,11/01/2023 12:00,21.87915,59.01351,6.84466,7.1,7.1,Leeds Centre,2023.0
24913,11/01/2023 13:00,21.01464,60.43742,4.66972,7.0,7.2,Leeds Centre,2023.0
24914,11/01/2023 14:00,23.64296,61.28123,5.9491,6.1,6.9,Leeds Centre,2023.0
24915,11/01/2023 15:00,27.69201,55.32187,6.52482,5.8,6.7,Leeds Centre,2023.0
24916,11/01/2023 16:00,16.92971,80.63597,2.14296,4.7,5.8,Leeds Centre,2023.0
24917,11/01/2023 17:00,19.36865,81.00513,2.52677,4.7,5.4,Leeds Centre,2023.0
24918,11/01/2023 18:00,18.73811,88.33568,1.88708,3.9,5.0,Leeds Centre,2023.0
24923,11/01/2023 23:00,18.74002,58.27518,1.59922,2.8,6.1,Leeds Centre,2023.0
24925,12/01/2023 01:00,4.81561,77.61181,0.34117,8.2,10.0,Leeds Centre,2023.0
24926,12/01/2023 02:00,6.34448,81.27075,0.51175,8.3,10.2,Leeds Centre,2023.0
24927,12/01/2023 03:00,16.35246,76.25729,0.8316,7.6,9.9,Leeds Centre,2023.0
24930,12/01/2023 06:00,32.29857,49.23741,4.03004,2.6,6.4,Leeds Centre,2023.0
24932,12/01/2023 08:00,64.77739,18.47063,17.68738,3.5,8.6,Leeds Centre,2023.0
24933,12/01/2023 09:00,53.1714,32.77217,15.35252,7.0,10.0,Leeds Centre,2023.0
24936,12/01/2023 12:00,24.17882,66.01929,6.14101,8.9,10.0,Leeds Centre,2023.0
24937,12/01/2023 13:00,22.65894,72.56317,7.06855,8.9,9.3,Leeds Centre,2023.0
24938,12/01/2023 14:00,17.68382,76.67948,6.23696,8.7,8.2,Leeds Centre,2023.0
24939,12/01/2023 15:00,21.14797,70.18837,6.65276,8.5,7.1,Leeds Centre,2023.0
24940,12/01/2023 16:00,24.80511,63.38063,7.42038,8.7,6.6,Leeds Centre,2023.0
24943,12/01/2023 19:00,15.55314,65.0166,3.55027,5.9,6.1,Leeds Centre,2023.0
24948,13/01/2023 00:00,3.77306,77.17113,0.46911,10.5,5.9,Leeds Centre,2023.0
24949,13/01/2023 01:00,2.53717,80.19883,0.29852,10.3,6.4,Leeds Centre,2023.0
24950,13/01/2023 02:00,2.48735,82.06473,0.44778,10.0,6.8,Leeds Centre,2023.0
24952,13/01/2023 04:00,3.75714,82.54001,0.4158,10.3,6.7,Leeds Centre,2023.0
24954,13/01/2023 06:00,15.85567,75.14679,2.11097,10.4,6.7,Leeds Centre,2023.0
24955,13/01/2023 07:00,21.41781,72.08389,2.78264,9.9,6.5,Leeds Centre,2023.0
24956,13/01/2023 08:00,26.09952,68.44009,3.67821,9.5,6.7,Leeds Centre,2023.0
24957,13/01/2023 09:00,32.66947,62.68394,7.00459,9.2,7.1,Leeds Centre,2023.0
24958,13/01/2023 10:00,35.04812,59.04014,9.11556,8.8,7.8,Leeds Centre,2023.0
24960,13/01/2023 12:00,36.84781,57.77273,10.17104,7.2,8.0,Leeds Centre,2023.0
24962,13/01/2023 14:00,33.23865,59.30418,9.53135,7.2,7.3,Leeds Centre,2023.0
24963,13/01/2023 15:00,34.52288,55.44914,7.32443,7.3,7.0,Leeds Centre,2023.0
24964,13/01/2023 16:00,36.80641,56.29408,9.05159,6.1,6.9,Leeds Centre,2023.0
24968,13/01/2023 20:00,26.29166,46.78852,4.15797,2.1,3.6,Leeds Centre,2023.0
24969,13/01/2023 21:00,32.4009,37.70542,3.32638,4.8,3.6,Leeds Centre,2023.0
24970,13/01/2023 22:00,29.58788,41.8245,7.8042,4.9,4.0,Leeds Centre,2023.0
24972,14/01/2023 00:00,27.78995,37.4137,1.5779,4.7,5.7,Leeds Centre,2023.0
24973,14/01/2023 01:00,22.77789,40.93664,1.40731,5.5,6.3,Leeds Centre,2023.0
24976,14/01/2023 04:00,12.34906,53.68971,0.73564,5.9,7.9,Leeds Centre,2023.0
24977,14/01/2023 05:00,14.54406,55.53926,1.08747,5.5,8.1,Leeds Centre,2023.0
24978,14/01/2023 06:00,18.83535,52.4743,1.95105,4.6,8.3,Leeds Centre,2023.0
24979,14/01/2023 07:00,41.06607,31.12524,7.32443,3.8,8.6,Leeds Centre,2023.0
24980,14/01/2023 08:00,42.48829,30.64964,6.39688,5.4,8.9,Leeds Centre,2023.0
24983,14/01/2023 11:00,18.28548,76.94116,3.87011,8.4,6.7,Leeds Centre,2023.0
24985,14/01/2023 13:00,15.16208,76.88832,3.61424,8.4,6.5,Leeds Centre,2023.0
24986,14/01/2023 14:00,15.45803,76.20134,3.16646,7.9,5.9,Leeds Centre,2023.0
24987,14/01/2023 15:00,12.81931,74.24611,3.45432,8.0,5.0,Leeds Centre,2023.0
24990,14/01/2023 18:00,11.36609,75.51437,1.69517,8.7,4.8,Leeds Centre,2023.0
24994,14/01/2023 22:00,5.75151,81.22154,1.56724,8.7,4.1,Leeds Centre,2023.0
24995,14/01/2023 23:00,4.43757,81.96136,0.89556,9.7,4.0,Leeds Centre,2023.0
24996,15/01/2023 00:00,4.16086,82.1398,0.89556,8.6,3.6,Leeds Centre,2023.0
24997,15/01/2023 01:00,3.31618,83.33841,0.63969,8.5,3.4,Leeds Centre,2023.0
25000,15/01/2023 04:00,2.92533,82.86249,0.67167,7.6,3.7,Leeds Centre,2023.0
25001,15/01/2023 05:00,10.00077,79.31955,1.40731,8.1,4.5,Leeds Centre,2023.0
25002,15/01/2023 06:00,8.39087,81.69914,1.18342,7.7,4.2,Leeds Centre,2023.0
25005,15/01/2023 09:00,23.85887,65.09491,2.84661,4.4,4.7,Leeds Centre,2023.0
25008,15/01/2023 12:00,20.18772,66.20538,4.18996,4.3,6.0,Leeds Centre,2023.0
25010,15/01/2023 14:00,23.06974,65.20067,4.03004,3.3,5.6,Leeds Centre,2023.0
25011,15/01/2023 15:00,30.05325,58.74935,3.9021,2.2,3.7,Leeds Centre,2023.0
25013,15/01/2023 17:00,42.3505,34.74196,5.08552,1.0,0.8,Leeds Centre,2023.0
25016,15/01/2023 20:00,60.34046,9.94138,16.69586,1.6,0.9,Leeds Centre,2023.0
25017,15/01/2023 21:00,71.90868,1.63927,39.43678,1.2,1.4,Leeds Centre,2023.0
25019,15/01/2023 23:00,63.22695,1.05759,37.93351,1.1,2.0,Leeds Centre,2023.0
25022,16/01/2023 02:00,41.69427,4.97403,8.31595,1.7,-1.8,Leeds Centre,2023.0
25023,16/01/2023 03:00,21.8577,22.54187,2.71868,2.2,-1.7,Leeds Centre,2023.0
25025,16/01/2023 06:00,22.28677,37.30521,4.28591,3.7,-0.7,Leeds Centre,2023.0
25026,16/01/2023 07:00,33.08877,40.0568,10.0431,4.5,-0.4,Leeds Centre,2023.0
25027,16/01/2023 08:00,25.35243,45.98331,5.88513,5.3,-0.3,Leeds Centre,2023.0
25028,16/01/2023 09:00,12.19301,62.28119,2.17494,6.4,-0.4,Leeds Centre,2023.0
25029,16/01/2023 10:00,14.72048,67.73145,3.93408,5.8,0.3,Leeds Centre,2023.0
25030,16/01/2023 11:00,17.64305,61.75203,5.02155,4.4,0.2,Leeds Centre,2023.0
25031,16/01/2023 12:00,16.42231,64.71528,5.02155,4.8,1.2,Leeds Centre,2023.0
25033,16/01/2023 14:00,21.14394,54.76723,7.26046,3.6,0.7,Leeds Centre,2023.0
25034,16/01/2023 15:00,20.80999,52.65062,6.07704,3.3,-0.6,Leeds Centre,2023.0
25035,16/01/2023 16:00,37.14673,36.72315,9.27548,2.9,-1.4,Leeds Centre,2023.0
25036,16/01/2023 17:00,58.41126,18.20283,20.43804,2.9,-1.8,Leeds Centre,2023.0
25037,16/01/2023 18:00,60.07848,13.17588,21.83469,2.6,-2.1,Leeds Centre,2023.0
25040,27/01/2023 14:00,21.43545,58.20977,2.60473,1.3,2.8,Leeds Centre,2023.0
25041,27/01/2023 15:00,30.59404,53.35895,5.55057,1.5,2.1,Leeds Centre,2023.0
25042,27/01/2023 16:00,38.73607,46.42922,7.00798,1.8,1.7,Leeds Centre,2023.0
25043,27/01/2023 17:00,40.8622,46.00277,7.78319,1.5,2.0,Leeds Centre,2023.0
25045,27/01/2023 19:00,34.55568,45.68294,3.93811,2.3,1.7,Leeds Centre,2023.0
25046,27/01/2023 20:00,28.01084,46.37591,3.22491,2.4,1.6,Leeds Centre,2023.0
25048,27/01/2023 22:00,40.71452,38.91312,10.57398,2.2,-0.2,Leeds Centre,2023.0
25049,27/01/2023 23:00,31.84615,42.00485,2.72877,2.4,-0.4,Leeds Centre,2023.0
25050,28/01/2023 00:00,25.39031,46.72684,1.57111,1.6,0.1,Leeds Centre,2023.0
25051,28/01/2023 01:00,21.47974,48.22039,1.36439,2.5,0.6,Leeds Centre,2023.0
25052,28/01/2023 02:00,19.61773,46.56682,1.08531,3.0,1.4,Leeds Centre,2023.0
25055,28/01/2023 05:00,17.31328,50.62075,1.17833,2.9,2.2,Leeds Centre,2023.0
25057,28/01/2023 07:00,15.0286,51.04747,2.51171,2.0,2.0,Leeds Centre,2023.0
25058,28/01/2023 08:00,15.60607,51.36752,2.57373,2.1,1.5,Leeds Centre,2023.0
25059,28/01/2023 09:00,19.95391,50.62075,4.09316,2.2,3.1,Leeds Centre,2023.0
25060,28/01/2023 10:00,16.73422,60.00879,4.03114,2.1,4.0,Leeds Centre,2023.0
25063,28/01/2023 13:00,17.40629,61.39566,4.00013,1.8,5.5,Leeds Centre,2023.0
25065,28/01/2023 15:00,20.76565,54.40797,3.78307,1.6,5.0,Leeds Centre,2023.0
25066,28/01/2023 16:00,26.96433,48.00703,3.87609,1.8,4.6,Leeds Centre,2023.0
25067,28/01/2023 17:00,30.47671,37.17878,4.21719,2.9,4.5,Leeds Centre,2023.0
25069,28/01/2023 19:00,30.99873,35.04513,3.81408,3.3,3.3,Leeds Centre,2023.0
25070,28/01/2023 20:00,27.18822,33.01817,2.85281,3.2,3.1,Leeds Centre,2023.0
25072,28/01/2023 22:00,18.48453,49.50058,2.32566,3.2,2.4,Leeds Centre,2023.0
25076,29/01/2023 02:00,11.10304,44.03573,1.36439,2.0,4.8,Leeds Centre,2023.0
25077,29/01/2023 03:00,11.06211,43.60871,0.80623,2.2,5.2,Leeds Centre,2023.0
25078,29/01/2023 04:00,9.8185,51.02807,1.14732,2.4,3.5,Leeds Centre,2023.0
25079,29/01/2023 05:00,16.20984,54.44417,1.27136,2.0,2.1,Leeds Centre,2023.0
25080,29/01/2023 06:00,7.50763,61.81015,0.83724,2.3,1.6,Leeds Centre,2023.0
25081,29/01/2023 07:00,11.16017,66.82755,0.93026,2.5,3.0,Leeds Centre,2023.0
25082,29/01/2023 08:00,12.6083,71.20444,1.36439,3.2,2.9,Leeds Centre,2023.0
25084,29/01/2023 10:00,11.94908,61.32976,2.20162,5.7,5.0,Leeds Centre,2023.0
25085,29/01/2023 11:00,13.34422,64.85261,2.32566,5.8,5.9,Leeds Centre,2023.0
25086,29/01/2023 12:00,17.00072,63.57158,2.66675,6.2,6.2,Leeds Centre,2023.0
25087,29/01/2023 13:00,14.69182,59.88859,2.4807,6.3,6.5,Leeds Centre,2023.0
25088,29/01/2023 14:00,9.82147,56.57924,1.33338,5.7,6.5,Leeds Centre,2023.0
25089,29/01/2023 15:00,9.53421,59.4082,1.39539,6.6,6.2,Leeds Centre,2023.0
25090,29/01/2023 16:00,14.29416,58.5008,1.64346,6.6,5.9,Leeds Centre,2023.0
25091,29/01/2023 17:00,17.70996,59.88859,1.95355,5.3,6.4,Leeds Centre,2023.0
25093,29/01/2023 19:00,14.29119,52.46924,1.45741,6.1,7.5,Leeds Centre,2023.0
25094,29/01/2023 20:00,16.35593,57.91365,1.39539,4.9,8.2,Leeds Centre,2023.0
25095,29/01/2023 21:00,12.02786,71.47132,1.11632,4.8,7.6,Leeds Centre,2023.0
25096,29/01/2023 22:00,6.59931,71.36457,1.11632,2.7,5.2,Leeds Centre,2023.0
25097,29/01/2023 23:00,6.88162,76.16846,0.74421,0.7,2.8,Leeds Centre,2023.0
25098,30/01/2023 00:00,7.69962,81.32888,0.8269,5.7,4.9,Leeds Centre,2023.0
25099,30/01/2023 02:00,8.66158,73.54851,0.89925,2.7,2.5,Leeds Centre,2023.0
25100,30/01/2023 03:00,10.05277,69.86307,0.77522,2.9,2.5,Leeds Centre,2023.0
25102,30/01/2023 05:00,12.22052,73.60192,1.14732,3.9,3.0,Leeds Centre,2023.0
25103,30/01/2023 06:00,20.7018,67.99365,2.79079,4.9,3.3,Leeds Centre,2023.0
25105,30/01/2023 08:00,28.503,56.67027,6.97697,6.3,4.4,Leeds Centre,2023.0
25106,30/01/2023 09:00,21.27818,59.875,5.79864,6.4,5.6,Leeds Centre,2023.0
25109,30/01/2023 12:00,14.67986,57.41804,4.74434,5.4,7.4,Leeds Centre,2023.0
25110,30/01/2023 13:00,16.22604,58.64652,5.3025,4.6,7.6,Leeds Centre,2023.0
25112,30/01/2023 15:00,23.10223,49.61987,5.70561,2.9,5.5,Leeds Centre,2023.0
25113,30/01/2023 16:00,37.43058,39.52498,6.48083,3.3,4.4,Leeds Centre,2023.0
25114,30/01/2023 17:00,32.92923,44.49231,4.37223,3.5,4.2,Leeds Centre,2023.0
25115,30/01/2023 18:00,32.49193,48.12433,4.06215,3.0,3.7,Leeds Centre,2023.0
25116,30/01/2023 19:00,22.41741,55.28156,1.92254,3.3,3.6,Leeds Centre,2023.0
